Suburb,Rooms,Type,Price,Regionname
Mill Park,5,h,0,Northern Metropolitan
Mill Park,3,h,552000,Northern Metropolitan
Mill Park,4,h,705000,Northern Metropolitan
Mill Park,4,h,936000,Northern Metropolitan
Mitcham,4,h,1112000,Eastern Metropolitan
Mitcham,3,h,827000,Eastern Metropolitan
Mitcham,3,h,930000,Eastern Metropolitan
Mitcham,4,h,1590000,Eastern Metropolitan
Mont Albert,3,t,1310000,Eastern Metropolitan
Mont Albert,2,u,540000,Eastern Metropolitan
Montmorency,3,h,712500,Eastern Metropolitan
Montmorency,4,h,940000,Eastern Metropolitan
Moonee Ponds,2,h,750000,Western Metropolitan
Moonee Ponds,2,h,1013000,Western Metropolitan
Moonee Ponds,3,h,840000,Western Metropolitan
Moonee Ponds,1,u,465000,Western Metropolitan
Moonee Ponds,4,h,1150000,Western Metropolitan
Moonee Ponds,5,h,1900000,Western Metropolitan
Moonee Ponds,3,t,890500,Western Metropolitan
Moonee Ponds,1,u,0,Western Metropolitan
Moorabbin,3,h,0,Southern Metropolitan
Moorabbin,3,t,905000,Southern Metropolitan
Mordialloc,4,h,1431000,South-Eastern Metropolitan
Mordialloc,4,h,1275000,South-Eastern Metropolitan
Mordialloc,4,h,1188000,South-Eastern Metropolitan
Mount Waverley,4,h,1655000,Eastern Metropolitan
Mount Waverley,3,h,1100000,Eastern Metropolitan
Mount Waverley,3,h,1635000,Eastern Metropolitan
Mount Waverley,3,h,1480000,Eastern Metropolitan
Mount Waverley,4,t,1265000,Eastern Metropolitan
Mount Waverley,3,h,870000,Eastern Metropolitan
Mount Waverley,3,h,1250000,Eastern Metropolitan
Mount Waverley,5,h,1200000,Eastern Metropolitan
Mulgrave,3,h,0,South-Eastern Metropolitan
Mulgrave,4,h,0,South-Eastern Metropolitan
Mulgrave,6,h,1050000,South-Eastern Metropolitan
Mulgrave,4,h,705000,South-Eastern Metropolitan
Murrumbeena,4,h,1610000,Southern Metropolitan
Murrumbeena,1,u,290000,Southern Metropolitan
Murrumbeena,2,u,0,Southern Metropolitan
Murrumbeena,2,h,910500,Southern Metropolitan
Narre Warren,3,h,546000,South-Eastern Metropolitan
Newport,3,h,923000,Western Metropolitan
Newport,2,h,1030000,Western Metropolitan
Newport,3,h,1046000,Western Metropolitan
Newport,2,u,0,Western Metropolitan
Niddrie,3,t,840000,Western Metropolitan
North Melbourne,2,h,990000,Northern Metropolitan
Northcote,5,h,0,Northern Metropolitan
Northcote,3,h,1050000,Northern Metropolitan
Northcote,3,h,1010000,Northern Metropolitan
Northcote,2,h,0,Northern Metropolitan
Northcote,2,u,430000,Northern Metropolitan
Nunawading,3,h,1278000,Eastern Metropolitan
Nunawading,2,h,0,Eastern Metropolitan
Nunawading,4,h,1350000,Eastern Metropolitan
Oak Park,3,h,1160000,Northern Metropolitan
Oak Park,3,h,925000,Northern Metropolitan
Oak Park,2,t,475000,Northern Metropolitan
Oak Park,2,u,0,Northern Metropolitan
Oakleigh,3,u,690000,Southern Metropolitan
Oakleigh,3,t,790000,Southern Metropolitan
Oakleigh,3,h,1050000,Southern Metropolitan
Oakleigh East,4,t,862000,Southern Metropolitan
Oakleigh East,3,h,1190000,Southern Metropolitan
Oakleigh South,3,h,1235000,South-Eastern Metropolitan
Ormond,3,u,973000,Southern Metropolitan
Ormond,4,h,1845000,Southern Metropolitan
Ormond,3,h,1535000,Southern Metropolitan
Ormond,4,h,2005000,Southern Metropolitan
Ormond,3,u,932000,Southern Metropolitan
Parkdale,2,t,635500,South-Eastern Metropolitan
Parkdale,3,h,1060000,South-Eastern Metropolitan
Parkdale,3,h,0,South-Eastern Metropolitan
Parkville,1,h,307000,Northern Metropolitan
Parkville,1,u,485000,Northern Metropolitan
Pascoe Vale,5,h,977000,Northern Metropolitan
Pascoe Vale,2,u,0,Northern Metropolitan
Pascoe Vale,3,t,590000,Northern Metropolitan
Pascoe Vale,3,h,770000,Northern Metropolitan
Pascoe Vale,3,h,815000,Northern Metropolitan
Pascoe Vale,3,h,975000,Northern Metropolitan
Port Melbourne,2,u,0,Southern Metropolitan
Port Melbourne,3,h,0,Southern Metropolitan
Prahran,3,h,0,Southern Metropolitan
Prahran,3,h,0,Southern Metropolitan
Prahran,3,h,1590000,Southern Metropolitan
Prahran,2,h,1200000,Southern Metropolitan
Prahran,2,h,1100000,Southern Metropolitan
Preston,2,h,1065000,Northern Metropolitan
Preston,3,h,1200000,Northern Metropolitan
Preston,3,u,798000,Northern Metropolitan
Preston,2,h,850000,Northern Metropolitan
Preston,3,h,1355000,Northern Metropolitan
Preston,3,h,815000,Northern Metropolitan
Preston,3,h,971000,Northern Metropolitan
Preston,2,u,530000,Northern Metropolitan
Preston,3,h,0,Northern Metropolitan
Preston,3,h,900000,Northern Metropolitan
Reservoir,2,h,565000,Northern Metropolitan
Reservoir,2,h,605000,Northern Metropolitan
Reservoir,3,h,410000,Northern Metropolitan
Reservoir,2,h,836000,Northern Metropolitan
Reservoir,2,h,635000,Northern Metropolitan
Reservoir,4,h,811000,Northern Metropolitan
Reservoir,3,h,0,Northern Metropolitan
Reservoir,2,h,650000,Northern Metropolitan
Reservoir,3,h,634000,Northern Metropolitan
Reservoir,2,u,0,Northern Metropolitan
Reservoir,2,h,700000,Northern Metropolitan
Reservoir,4,h,0,Northern Metropolitan
Reservoir,3,h,765000,Northern Metropolitan
Reservoir,2,u,440000,Northern Metropolitan
Reservoir,3,h,710000,Northern Metropolitan
Reservoir,3,u,620000,Northern Metropolitan
Reservoir,3,h,715000,Northern Metropolitan
Reservoir,3,h,795000,Northern Metropolitan
Richmond,1,u,380000,Northern Metropolitan
Richmond,3,h,0,Northern Metropolitan
Richmond,2,u,680000,Northern Metropolitan
Richmond,2,t,1081000,Northern Metropolitan
Richmond,2,h,0,Northern Metropolitan
Richmond,2,t,955000,Northern Metropolitan
Richmond,3,h,0,Northern Metropolitan
Richmond,2,h,860000,Northern Metropolitan
Richmond,3,h,0,Northern Metropolitan
Richmond,3,h,1820000,Northern Metropolitan
Richmond,2,h,905000,Northern Metropolitan
Richmond,2,u,691000,Northern Metropolitan
Ringwood,3,h,601000,Eastern Metropolitan
Ringwood,2,u,455000,Eastern Metropolitan
Ringwood,3,h,830000,Eastern Metropolitan
Ringwood,3,u,736000,Eastern Metropolitan
Ringwood East,4,h,865000,Eastern Metropolitan
Ringwood East,4,h,900000,Eastern Metropolitan
Ringwood East,3,h,1020000,Eastern Metropolitan
Ringwood East,3,h,690000,Eastern Metropolitan
Ringwood North,2,u,550000,Eastern Metropolitan
Rockbank,2,h,260000,Western Metropolitan
Rosanna,2,u,0,Eastern Metropolitan
Rosanna,3,h,695000,Eastern Metropolitan
Roxburgh Park,4,h,521100,Northern Metropolitan
Roxburgh Park,3,h,420100,Northern Metropolitan
Sandringham,3,t,0,Southern Metropolitan
Scoresby,4,h,801000,Eastern Metropolitan
Seddon,2,u,0,Western Metropolitan
Seddon,2,h,780000,Western Metropolitan
Seddon,3,h,880000,Western Metropolitan
South Melbourne,3,h,1350000,Southern Metropolitan
South Melbourne,4,h,0,Southern Metropolitan
South Melbourne,1,u,380000,Southern Metropolitan
South Melbourne,2,h,1026000,Southern Metropolitan
South Melbourne,3,h,2000000,Southern Metropolitan
South Morang,4,t,462500,Northern Metropolitan
South Morang,4,h,0,Northern Metropolitan
South Morang,4,h,0,Northern Metropolitan
South Yarra,3,h,1700000,Southern Metropolitan
South Yarra,2,u,613000,Southern Metropolitan
South Yarra,2,u,1240000,Southern Metropolitan
South Yarra,2,u,832000,Southern Metropolitan
South Yarra,4,h,0,Southern Metropolitan
South Yarra,2,u,693000,Southern Metropolitan
South Yarra,2,u,551000,Southern Metropolitan
South Yarra,3,u,740000,Southern Metropolitan
South Yarra,1,u,450000,Southern Metropolitan
Springvale,3,h,812500,South-Eastern Metropolitan
Springvale,4,h,602000,South-Eastern Metropolitan
St Albans,3,h,0,Western Metropolitan
St Albans,4,h,0,Western Metropolitan
St Albans,3,h,0,Western Metropolitan
St Albans,3,h,600000,Western Metropolitan
St Albans,3,h,616000,Western Metropolitan
St Albans,3,h,0,Western Metropolitan
St Albans,4,h,0,Western Metropolitan
St Albans,3,h,421000,Western Metropolitan
St Kilda,3,h,920000,Southern Metropolitan
St Kilda,1,u,330000,Southern Metropolitan
St Kilda,1,u,579000,Southern Metropolitan
Strathmore,2,h,0,Western Metropolitan
Strathmore,3,u,0,Western Metropolitan
Strathmore,3,h,850000,Western Metropolitan
Strathmore,3,h,1150000,Western Metropolitan
Strathmore,3,h,1175000,Western Metropolitan
Strathmore,3,h,910000,Western Metropolitan
Sunshine,3,h,816000,Western Metropolitan
Sunshine,2,h,825000,Western Metropolitan
Sunshine,3,h,950000,Western Metropolitan
Sunshine,2,u,425500,Western Metropolitan
Sunshine,3,h,735000,Western Metropolitan
Sunshine,3,h,595000,Western Metropolitan
Sunshine,3,h,735000,Western Metropolitan
Sunshine North,3,h,725000,Western Metropolitan
Sunshine North,2,h,715000,Western Metropolitan
Sunshine West,3,h,0,Western Metropolitan
Sunshine West,3,h,825000,Western Metropolitan
Surrey Hills,2,u,610000,Southern Metropolitan
Surrey Hills,4,h,2003000,Southern Metropolitan
Surrey Hills,2,u,831000,Southern Metropolitan
Surrey Hills,4,h,0,Southern Metropolitan
Surrey Hills,4,h,0,Southern Metropolitan
Sydenham,4,h,700000,Western Metropolitan
Taylors Hill,3,h,505000,Western Metropolitan
Taylors Hill,4,h,0,Western Metropolitan
Taylors Hill,4,h,630000,Western Metropolitan
Taylors Lakes,4,h,865000,Western Metropolitan
Templestowe,4,h,0,Eastern Metropolitan
Templestowe,5,h,0,Eastern Metropolitan
Templestowe,4,h,1385000,Eastern Metropolitan
Templestowe,2,u,0,Eastern Metropolitan
Templestowe,3,h,0,Eastern Metropolitan
Templestowe,5,h,1140000,Eastern Metropolitan
Templestowe Lower,2,t,678000,Eastern Metropolitan
Thomastown,2,u,265000,Northern Metropolitan
Thomastown,3,h,493000,Northern Metropolitan
Thomastown,3,u,471000,Northern Metropolitan
Thomastown,3,h,452000,Northern Metropolitan
Thornbury,3,h,1200000,Northern Metropolitan
Thornbury,3,h,1265000,Northern Metropolitan
Thornbury,2,h,1085000,Northern Metropolitan
Toorak,1,u,541000,Southern Metropolitan
Toorak,3,t,1550000,Southern Metropolitan
Toorak,2,u,1100000,Southern Metropolitan
Toorak,2,u,490000,Southern Metropolitan
Toorak,3,u,0,Southern Metropolitan
Travancore,4,h,1562000,Western Metropolitan
Upwey,3,h,630100,Eastern Victoria
Vermont,3,h,630000,Eastern Metropolitan
Vermont,5,h,1165000,Eastern Metropolitan
Vermont South,4,h,1100000,Eastern Metropolitan
Vermont South,3,h,0,Eastern Metropolitan
Vermont South,4,h,1260000,Eastern Metropolitan
Vermont South,4,h,1415000,Eastern Metropolitan
Wallan,3,h,0,Northern Victoria
Wantirna,3,h,0,Eastern Metropolitan
Waterways,4,h,950000,South-Eastern Metropolitan
Watsonia North,3,h,635000,Northern Metropolitan
Watsonia North,3,h,705000,Northern Metropolitan
Werribee,3,h,392000,Western Metropolitan
West Footscray,4,h,850000,Western Metropolitan
West Footscray,3,h,0,Western Metropolitan
West Footscray,3,t,620000,Western Metropolitan
West Footscray,2,h,1001000,Western Metropolitan
West Footscray,3,h,875000,Western Metropolitan
West Melbourne,3,t,0,Northern Metropolitan
Westmeadows,3,t,510000,Northern Metropolitan
Westmeadows,3,h,490000,Northern Metropolitan
Wheelers Hill,4,h,1002000,South-Eastern Metropolitan
Wheelers Hill,4,h,925000,South-Eastern Metropolitan
Wheelers Hill,3,h,940000,South-Eastern Metropolitan
Wheelers Hill,3,h,985000,South-Eastern Metropolitan
Williamstown,2,h,1000000,Western Metropolitan
Williamstown,2,u,415000,Western Metropolitan
Windsor,1,u,300000,Southern Metropolitan
Windsor,2,u,520000,Southern Metropolitan
Wollert,4,h,650000,Northern Metropolitan
Wollert,3,h,410000,Northern Metropolitan
Woori Yallock,3,h,0,Northern Victoria
Yallambie,3,h,742000,Northern Metropolitan
Yallambie,4,h,953000,Northern Metropolitan
Yarraville,2,u,666300,Western Metropolitan
Yarraville,3,h,1217500,Western Metropolitan
Yarraville,4,h,0,Western Metropolitan
Yarraville,2,h,610000,Western Metropolitan
Abbotsford,3,u,0,Northern Metropolitan
Airport West,3,h,830000,Western Metropolitan
Albanvale,4,h,0,Western Metropolitan
Albert Park,3,h,2000000,Southern Metropolitan
Alphington,3,h,1540000,Northern Metropolitan
Alphington,4,h,0,Northern Metropolitan
Altona,3,u,730000,Western Metropolitan
Altona,3,h,678000,Western Metropolitan
Altona Meadows,3,h,514000,Western Metropolitan
Ardeer,3,h,0,Western Metropolitan
Armadale,4,h,0,Southern Metropolitan
Armadale,1,u,324000,Southern Metropolitan
Armadale,3,h,0,Southern Metropolitan
Ascot Vale,4,h,1640000,Western Metropolitan
Ascot Vale,6,h,1430000,Western Metropolitan
Ascot Vale,2,u,610000,Western Metropolitan
Ascot Vale,3,h,940000,Western Metropolitan
Ashburton,3,h,0,Southern Metropolitan
Ashburton,3,h,0,Southern Metropolitan
Ashburton,2,h,1445000,Southern Metropolitan
Ashwood,2,t,690000,Southern Metropolitan
Ashwood,3,t,0,Southern Metropolitan
Attwood,4,h,660000,Northern Metropolitan
Avondale Heights,3,u,665000,Western Metropolitan
Avondale Heights,3,h,560500,Western Metropolitan
Bacchus Marsh,5,h,0,Western Victoria
Balwyn,2,u,460000,Southern Metropolitan
Balwyn North,5,h,1310000,Southern Metropolitan
Balwyn North,3,h,0,Southern Metropolitan
Balwyn North,5,h,0,Southern Metropolitan
Balwyn North,3,h,1845000,Southern Metropolitan
Bayswater,3,h,0,Eastern Metropolitan
Beaumaris,3,h,1050000,Southern Metropolitan
Beaumaris,4,h,1250000,Southern Metropolitan
Beaumaris,4,h,1927500,Southern Metropolitan
Beaumaris,4,h,1330000,Southern Metropolitan
Bellfield,3,h,770000,Eastern Metropolitan
Bentleigh,3,h,1327500,Southern Metropolitan
Bentleigh,4,t,1435000,Southern Metropolitan
Bentleigh,5,h,1960000,Southern Metropolitan
Bentleigh,4,h,0,Southern Metropolitan
Bentleigh,4,h,1560000,Southern Metropolitan
Bentleigh East,3,t,920000,Southern Metropolitan
Bentleigh East,3,h,1050000,Southern Metropolitan
Bentleigh East,3,h,1560000,Southern Metropolitan
Bentleigh East,3,h,1000000,Southern Metropolitan
Bentleigh East,4,h,800000,Southern Metropolitan
Bentleigh East,2,h,722000,Southern Metropolitan
Bentleigh East,3,h,930000,Southern Metropolitan
Bentleigh East,3,h,780000,Southern Metropolitan
Bentleigh East,3,h,921000,Southern Metropolitan
Bentleigh East,4,h,1035000,Southern Metropolitan
Berwick,4,h,0,Eastern Victoria
Berwick,3,h,0,Eastern Victoria
Berwick,3,h,0,Eastern Victoria
Black Rock,3,h,0,Southern Metropolitan
Black Rock,2,h,1370000,Southern Metropolitan
Black Rock,4,t,0,Southern Metropolitan
Blackburn,2,u,745500,Eastern Metropolitan
Blackburn,4,h,950000,Eastern Metropolitan
Blackburn,3,h,899000,Eastern Metropolitan
Blackburn,2,u,487000,Eastern Metropolitan
Blackburn North,2,h,1205000,Eastern Metropolitan
Blackburn North,3,h,600000,Eastern Metropolitan
Blackburn North,3,h,1075000,Eastern Metropolitan
Blackburn South,5,h,1330000,Eastern Metropolitan
Blackburn South,3,h,0,Eastern Metropolitan
Blackburn South,5,h,1075000,Eastern Metropolitan
Blackburn South,4,h,911000,Eastern Metropolitan
Blackburn South,4,h,0,Eastern Metropolitan
Blackburn South,4,h,0,Eastern Metropolitan
Blackburn South,3,h,850000,Eastern Metropolitan
Blackburn South,3,h,0,Eastern Metropolitan
Bonbeach,4,h,1110000,South-Eastern Metropolitan
Box Hill,4,h,1600000,Eastern Metropolitan
Braybrook,3,t,0,Western Metropolitan
Briar Hill,3,h,795000,Eastern Metropolitan
Brighton,2,u,800000,Southern Metropolitan
Brighton,2,u,0,Southern Metropolitan
Brighton,2,h,1036000,Southern Metropolitan
Brighton East,3,h,1620000,Southern Metropolitan
Brighton East,4,h,0,Southern Metropolitan
Brighton East,3,t,940000,Southern Metropolitan
Broadmeadows,4,h,402500,Northern Metropolitan
Brunswick,3,h,825000,Northern Metropolitan
Brunswick,2,h,860000,Northern Metropolitan
Brunswick,2,h,830000,Northern Metropolitan
Brunswick,2,h,936000,Northern Metropolitan
Brunswick,3,h,1261000,Northern Metropolitan
Brunswick,3,h,1045000,Northern Metropolitan
Brunswick East,2,u,510000,Northern Metropolitan
Brunswick East,3,h,1574000,Northern Metropolitan
Brunswick West,2,h,711000,Northern Metropolitan
Brunswick West,2,h,910000,Northern Metropolitan
Bulleen,4,h,1298000,Eastern Metropolitan
Bulleen,4,h,1000000,Eastern Metropolitan
Bundoora,4,h,630000,Northern Metropolitan
Bundoora,4,h,630000,Northern Metropolitan
Bundoora,3,h,575000,Northern Metropolitan
Bundoora,3,h,630000,Northern Metropolitan
Burnley,2,h,881000,Northern Metropolitan
Burwood,4,h,0,Southern Metropolitan
Burwood,7,h,0,Southern Metropolitan
Burwood,2,h,1350000,Southern Metropolitan
Camberwell,3,h,0,Southern Metropolitan
Camberwell,2,h,895000,Southern Metropolitan
Camberwell,3,h,1800000,Southern Metropolitan
Camberwell,4,h,0,Southern Metropolitan
Camberwell,4,h,1400000,Southern Metropolitan
Carlton,2,h,0,Northern Metropolitan
Carlton North,3,h,1214000,Northern Metropolitan
Carnegie,2,h,817500,Southern Metropolitan
Carnegie,1,u,0,Southern Metropolitan
Carnegie,4,h,1450000,Southern Metropolitan
Carnegie,3,h,1000000,Southern Metropolitan
Carnegie,2,t,855000,Southern Metropolitan
Carnegie,2,h,675000,Southern Metropolitan
Carnegie,4,t,0,Southern Metropolitan
Carrum Downs,3,h,390000,South-Eastern Metropolitan
Caulfield,4,h,1220000,Southern Metropolitan
Caulfield South,4,h,1960000,Southern Metropolitan
Caulfield South,2,h,825000,Southern Metropolitan
Caulfield South,2,h,1262000,Southern Metropolitan
Chelsea,4,h,0,South-Eastern Metropolitan
Cheltenham,4,h,0,Southern Metropolitan
Cheltenham,3,t,805000,Southern Metropolitan
Cheltenham,3,t,850000,Southern Metropolitan
Cheltenham,3,h,1280000,Southern Metropolitan
Cheltenham,2,u,665000,Southern Metropolitan
Cheltenham,3,h,795000,Southern Metropolitan
Clarinda,3,h,730000,South-Eastern Metropolitan
Clayton,4,t,725000,South-Eastern Metropolitan
Clayton South,4,t,599999,South-Eastern Metropolitan
Clayton South,3,h,635000,South-Eastern Metropolitan
Clayton South,3,h,710000,South-Eastern Metropolitan
Coburg,4,h,865000,Northern Metropolitan
Coburg,2,u,485000,Northern Metropolitan
Coburg,3,h,765000,Northern Metropolitan
Coburg North,2,t,460000,Northern Metropolitan
Coburg North,2,u,0,Northern Metropolitan
Coburg North,3,h,0,Northern Metropolitan
Collingwood,3,h,1075000,Northern Metropolitan
Collingwood,3,u,1470000,Northern Metropolitan
Craigieburn,3,h,0,Northern Metropolitan
Craigieburn,4,h,520000,Northern Metropolitan
Craigieburn,4,h,445000,Northern Metropolitan
Craigieburn,3,h,341000,Northern Metropolitan
Craigieburn,3,h,415000,Northern Metropolitan
Craigieburn,4,h,510000,Northern Metropolitan
Craigieburn,3,h,463000,Northern Metropolitan
Craigieburn,3,h,0,Northern Metropolitan
Croydon,5,h,760000,Eastern Metropolitan
Croydon North,4,h,705000,Eastern Metropolitan
Dandenong North,3,h,600000,South-Eastern Metropolitan
Diamond Creek,3,h,550000,Northern Victoria
Dingley Village,4,h,691000,South-Eastern Metropolitan
Dingley Village,4,h,912000,South-Eastern Metropolitan
Doncaster,3,h,0,Eastern Metropolitan
Doncaster,3,h,1485000,Eastern Metropolitan
Doncaster,3,h,0,Eastern Metropolitan
Doncaster,3,h,1190000,Eastern Metropolitan
Doncaster East,5,h,1150000,Eastern Metropolitan
Doncaster East,3,h,720000,Eastern Metropolitan
Doncaster East,4,h,0,Eastern Metropolitan
Doncaster East,4,h,1100000,Eastern Metropolitan
Doncaster East,2,u,645000,Eastern Metropolitan
Doncaster East,3,h,945000,Eastern Metropolitan
Doncaster East,4,h,1060000,Eastern Metropolitan
Doncaster East,4,h,880000,Eastern Metropolitan
Donvale,4,h,1075000,Eastern Metropolitan
Donvale,3,u,662500,Eastern Metropolitan
Donvale,2,u,585000,Eastern Metropolitan
Donvale,2,u,568000,Eastern Metropolitan
Edithvale,3,h,958000,South-Eastern Metropolitan
Edithvale,3,h,890000,South-Eastern Metropolitan
Edithvale,2,u,580000,South-Eastern Metropolitan
Edithvale,3,u,580000,South-Eastern Metropolitan
Elsternwick,3,t,1071000,Southern Metropolitan
Elsternwick,3,h,1800000,Southern Metropolitan
Elsternwick,2,u,741000,Southern Metropolitan
Eltham,3,h,950000,Eastern Metropolitan
Elwood,3,h,1700000,Southern Metropolitan
Elwood,2,u,686000,Southern Metropolitan
Elwood,2,u,560000,Southern Metropolitan
Elwood,2,u,765000,Southern Metropolitan
Epping,4,h,0,Northern Metropolitan
Epping,4,h,480000,Northern Metropolitan
Epping,3,u,382000,Northern Metropolitan
Essendon,2,u,800000,Western Metropolitan
Essendon,5,h,1575000,Western Metropolitan
Essendon,1,u,280000,Western Metropolitan
Essendon,4,h,1467000,Western Metropolitan
Essendon,3,h,770000,Western Metropolitan
Essendon,2,u,446000,Western Metropolitan
Essendon,2,h,890000,Western Metropolitan
Fawkner,4,h,615000,Northern Metropolitan
Fawkner,3,h,0,Northern Metropolitan
Fitzroy North,3,h,1275000,Northern Metropolitan
Fitzroy North,3,h,0,Northern Metropolitan
Fitzroy North,3,h,1141000,Northern Metropolitan
Fitzroy North,3,h,0,Northern Metropolitan
Flemington,1,h,250000,Northern Metropolitan
Flemington,3,h,815000,Northern Metropolitan
Footscray,1,u,375000,Western Metropolitan
Footscray,2,u,615000,Western Metropolitan
Forest Hill,3,h,0,Eastern Metropolitan
Frankston,5,h,680000,South-Eastern Metropolitan
Frankston,4,h,461000,South-Eastern Metropolitan
Frankston,3,h,435000,South-Eastern Metropolitan
Gladstone Park,4,h,605000,Western Metropolitan
Glen Iris,3,h,0,Southern Metropolitan
Glen Iris,3,h,0,Southern Metropolitan
Glen Iris,3,u,0,Southern Metropolitan
Glen Iris,3,h,0,Southern Metropolitan
Glen Waverley,3,h,0,Eastern Metropolitan
Glen Waverley,4,h,1325000,Eastern Metropolitan
Glen Waverley,4,h,0,Eastern Metropolitan
Glen Waverley,5,h,0,Eastern Metropolitan
Glen Waverley,4,h,0,Eastern Metropolitan
Glen Waverley,3,t,0,Eastern Metropolitan
Glen Waverley,3,h,0,Eastern Metropolitan
Glen Waverley,3,u,846000,Eastern Metropolitan
Glen Waverley,3,h,920000,Eastern Metropolitan
Glenroy,3,t,545000,Northern Metropolitan
Glenroy,3,h,570000,Northern Metropolitan
Glenroy,3,h,525000,Northern Metropolitan
Gowanbrae,3,h,700000,Western Metropolitan
Gowanbrae,3,h,485000,Western Metropolitan
Greensborough,3,h,780000,Northern Metropolitan
Greensborough,3,h,760000,Northern Metropolitan
Greensborough,4,h,820000,Northern Metropolitan
Greenvale,5,h,751500,Northern Metropolitan
Greenvale,4,h,563000,Northern Metropolitan
Greenvale,3,h,450000,Northern Metropolitan
Hadfield,3,t,510000,Northern Metropolitan
Hampton,2,h,0,Southern Metropolitan
Hampton East,3,h,1225000,Southern Metropolitan
Hawthorn,4,h,0,Southern Metropolitan
Hawthorn East,3,u,735000,Southern Metropolitan
Hawthorn East,3,h,0,Southern Metropolitan
Heidelberg,3,h,750000,Eastern Metropolitan
Heidelberg,4,h,1115000,Eastern Metropolitan
Heidelberg Heights,2,h,650000,Eastern Metropolitan
Heidelberg Heights,5,h,890000,Eastern Metropolitan
Heidelberg Heights,3,h,650000,Eastern Metropolitan
Heidelberg West,2,h,620000,Eastern Metropolitan
Heidelberg West,2,h,497500,Eastern Metropolitan
Heidelberg West,2,u,360000,Eastern Metropolitan
Highett,4,h,1206000,Southern Metropolitan
Highett,3,h,921000,Southern Metropolitan
Highett,3,t,705000,Southern Metropolitan
Highett,3,t,1235000,Southern Metropolitan
Hillside,7,h,850000,Western Metropolitan
Hillside,5,h,685000,Western Metropolitan
Hillside,4,h,460000,Western Metropolitan
Hughesdale,2,u,455000,Southern Metropolitan
Huntingdale,3,h,936000,Southern Metropolitan
Ivanhoe,1,u,420000,Eastern Metropolitan
Ivanhoe,3,t,750000,Eastern Metropolitan
Ivanhoe,2,u,460000,Eastern Metropolitan
Ivanhoe East,3,h,0,Eastern Metropolitan
Jacana,2,u,280000,Northern Metropolitan
Jacana,3,h,425000,Northern Metropolitan
Keilor,3,h,530000,Western Metropolitan
Keilor Downs,4,h,470000,Western Metropolitan
Keilor East,3,t,570000,Western Metropolitan
Keilor East,3,h,630000,Western Metropolitan
Keilor East,3,h,780000,Western Metropolitan
Keilor East,5,h,762000,Western Metropolitan
Keilor East,4,h,835000,Western Metropolitan
Keilor East,3,t,705000,Western Metropolitan
Kensington,2,t,812000,Northern Metropolitan
Kensington,5,h,1900000,Northern Metropolitan
Kew,5,h,0,Southern Metropolitan
Kew,2,u,950000,Southern Metropolitan
Kew,3,h,972500,Southern Metropolitan
Keysborough,5,h,1080000,South-Eastern Metropolitan
Kilsyth,3,h,592000,Eastern Metropolitan
Lalor,3,h,510000,Northern Metropolitan
Lalor,3,h,540000,Northern Metropolitan
Lalor,4,h,550000,Northern Metropolitan
Lalor,3,h,0,Northern Metropolitan
Lower Plenty,4,h,910000,Eastern Metropolitan
Lower Plenty,4,h,900000,Eastern Metropolitan
MacLeod,4,h,0,Northern Metropolitan
MacLeod,3,h,555000,Northern Metropolitan
Maidstone,2,u,349000,Western Metropolitan
Malvern,3,h,1437000,Southern Metropolitan
Malvern East,3,h,1915000,Southern Metropolitan
Malvern East,4,h,1690000,Southern Metropolitan
Malvern East,3,h,1320000,Southern Metropolitan
Maribyrnong,3,t,865000,Western Metropolitan
Maribyrnong,2,u,488000,Western Metropolitan
Maribyrnong,4,h,940000,Western Metropolitan
Maribyrnong,2,t,570000,Western Metropolitan
Maribyrnong,3,h,0,Western Metropolitan
Maribyrnong,3,t,0,Western Metropolitan
McKinnon,4,h,0,Southern Metropolitan
Melbourne,2,u,750000,Northern Metropolitan
Mentone,4,h,0,South-Eastern Metropolitan
Mentone,2,t,680000,South-Eastern Metropolitan
Mentone,2,u,520000,South-Eastern Metropolitan
Mentone,3,t,861000,South-Eastern Metropolitan
Middle Park,2,u,700000,Southern Metropolitan
Mill Park,4,h,0,Northern Metropolitan
Mill Park,3,h,520000,Northern Metropolitan
Mill Park,4,h,610000,Northern Metropolitan
Mill Park,3,h,501000,Northern Metropolitan
Mitcham,4,h,1040000,Eastern Metropolitan
Mitcham,3,h,814000,Eastern Metropolitan
Mitcham,3,h,0,Eastern Metropolitan
Montmorency,3,h,710000,Eastern Metropolitan
Moonee Ponds,3,h,1370000,Western Metropolitan
Moonee Ponds,3,h,1400000,Western Metropolitan
Moonee Ponds,4,h,1310000,Western Metropolitan
Moonee Ponds,4,h,1833000,Western Metropolitan
Moorabbin,3,u,1035000,Southern Metropolitan
Moorabbin,3,t,785000,Southern Metropolitan
Mordialloc,4,h,740000,South-Eastern Metropolitan
Mount Waverley,4,h,0,Eastern Metropolitan
Mount Waverley,2,h,1030000,Eastern Metropolitan
Mount Waverley,3,h,1055000,Eastern Metropolitan
Mount Waverley,4,h,1200000,Eastern Metropolitan
Mount Waverley,3,h,910000,Eastern Metropolitan
Mount Waverley,5,h,0,Eastern Metropolitan
Mount Waverley,5,h,0,Eastern Metropolitan
Mount Waverley,4,h,950000,Eastern Metropolitan
Mulgrave,4,h,776000,South-Eastern Metropolitan
Mulgrave,3,h,585000,South-Eastern Metropolitan
